name,price,status,shipping,free_returns,items_sold
Super Rock Musical Treasury Columbia Records,2000,Pre-Owned,522,True,
"New ListingOOP VTG Raging Saint (TX METAL) I Want Your Love/Sad But True 7"" RECORD VINYL",26499,Pre-Owned,495,False,
Vintage Ella Fitzgerald - Get Happy - LP - Verve Records,1595,Pre-Owned,585,False,
"New ListingThe Supremes Sing Country Western & Pop Vintage 12"" Vinyl 33 RPM Record 1965",695,Pre-Owned,547,False,
Orgone - Connection NEW Vinyl,2599,Brand New,700,False,
New ListingFOGHAT “Self Titled” Vtg 1973 Vinyl LP Bearsville WB Records BR-2136 (NM) Vinyl,1221,Pre-Owned,447,False,
"New ListingTHE VENTURES-Flights of Fantasy-1968-Might Quinn, Cry Like a Baby Vintage Vinyl",1400,Pre-Owned,522,False,
Vintage Vinyl record album 1971 Three Dog Golden Harmony Germany 1 C 062-92 958,1895,Pre-Owned,595,False,
Desmond Child & Rouge Vintage Vinyl LP 1979 Capitol  Record ST-11908,1360,Pre-Owned,420,True,
SELECT & Choose NOS Rock/Pop  LPs From 60s 70s 80s NEW SEALED,699,Brand New,600,False,
New ListingLot of 27 Vintage Records,4999,Pre-Owned,0,False,
"New ListingVintage Faith Trent Body 12"" Gray Vinyl Single Record Deep House Club OM 2002",899,Pre-Owned,547,True,
New ListingWelcome To The Ponderosa [LP] Lorne Greene 1964 Vintage Vinyl NM w/ shrink,799,Pre-Owned,999,False,
New ListingVINTAGE 1974 MCA RECORDS MCA 2128 ELTON JOHN GREATEST HITS VINYL RECORD ALBUM,799,Pre-Owned,522,False,
"New ListingVintage New Kids On The Block Vinyl Please Don't Go Girl 12"" Single 1988 Pop",1000,Pre-Owned,447,False,
New Listingsnoopy's christmas diplomat Label SX 1718 / LP~Vinyl / 1969 vintage MERRY XMAS,2260,Pre-Owned,0,False,
"New ListingVTG OOP High Exposure Living a Dream EP 7"" RECORD CLEAN VINYL 1985 Kevin Burgin",6498,Pre-Owned,495,False,
New ListingVintage Scholastic Records Vinyl Ca Va No. 3 December 1966,100,Pre-Owned,0,False,
New ListingSHRINK ANDY MONTANEZ Y SU ORQ. Mejor Acompanado Que Nunca Rare Vintage SALSA,2500,Pre-Owned,447,False,
